SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
Lakshadweep,1973,0.3,5.8,0,40.7,96.3,260.5,299.9,437.9,57.3,150.9,108.1,99.7,1557.4
Lakshadweep,1974,0,16.8,0.8,35.4,171.9,277.6,491.6,165.7,258.3,65.9,20.1,7.2,1511.3
Lakshadweep,1975,8.6,0.7,18.4,92.9,282.2,250,278,348.4,299.5,111.6,155.2,45,1890.5
Lakshadweep,1976,10.3,0,1.1,72.9,85.3,260.7,329.2,344.1,36.6,189.2,161.6,11.1,1502.1
Lakshadweep,1977,1.4,38.2,16.5,27.6,256.8,460.7,337.4,125.3,90.7,248.4,243.8,1.4,1848.2
Lakshadweep,1978,0.2,6.5,0.6,44.1,309.5,568.3,224.7,303.5,105.1,92.1,294.2,18.6,1967.4
Lakshadweep,1979,14.9,1.3,10,15.4,23.1,367.1,451.3,127.3,221.1,173.6,378.1,42.2,1825.4
Lakshadweep,1980,7.5,10.5,13.1,19.7,123.5,233.6,185,217.6,67,122.1,98.5,113.6,1211.7
Lakshadweep,1981,1.8,20.4,0.6,22.3,208.6,421.5,168.9,213.3,281.4,167.4,76.6,34.6,1617.4
Lakshadweep,1982,1.6,0.4,0.6,0.4,106.8,321.6,254.5,326.1,121.3,70.7,178.6,9.4,1392
Lakshadweep,1983,1.4,0,0,0.2,113.5,215,277,375,219.8,77.6,71.2,52.5,1403.2
Lakshadweep,1984,71.1,114.9,96.7,65.1,46.7,318.9,271.5,124.9,83.1,218.3,155.4,25,1591.6
Lakshadweep,1985,6.4,0,27.4,11.1,182.9,326.1,152.1,203,206.4,42,62.3,83.7,1303.4
Lakshadweep,1986,12.4,3,25.3,6.5,102.1,399.2,193.3,218.3,179.9,128.6,147.8,49.5,1465.9
Lakshadweep,1987,1.9,1.5,0,16.5,72.9,389.3,29.4,284.7,183.4,133,47.7,128.3,1288.6
Lakshadweep,1988,0.8,7,0.9,54,142.8,352.5,293.6,240.9,240.9,28.9,82.7,5.8,1450.8
Lakshadweep,1989,20.6,0,4.4,93,106.7,473.5,387.5,167.3,216.3,172.4,69.2,3.5,1714.4
Lakshadweep,1990,38.9,0.3,21.4,0,191.1,181.6,334,123.5,98.9,160.4,155.4,5,1310.5
Lakshadweep,1991,12.3,0,18.7,12.3,68,604.3,241.1,253.8,45.7,222.7,75.5,28.6,1583
Lakshadweep,1992,4,0.1,0,3.3,128.1,346.6,363,373.3,95.1,120.4,69.3,31.7,1534.9
Lakshadweep,1993,1.2,0.5,0.2,0.2,56.5,276.1,346.7,154.4,161,131.6,280.5,40.8,1449.7
Lakshadweep,1994,12.4,66.6,34.8,88.8,78.9,361.1,240.2,219.7,76.2,213.5,153.7,1.2,1547.1
Lakshadweep,1995,131.3,18.5,0.3,315.4,179.6,286,486.7,384.8,71.8,81,72.2,3.3,2030.9
Lakshadweep,1996,44.7,1.1,1.6,17.4,50,427.1,335.3,197.3,230.4,109,60.5,131.6,1606
Lakshadweep,1997,2.2,0.1,4.9,33.8,62.3,307,459.6,216.8,144,213.5,200.8,119.7,1764.7
Lakshadweep,1998,52,0,1.8,40.3,68.2,382,388.8,196.7,274.7,184.8,144.1,253.5,1986.9
Lakshadweep,1999,47.8,2.5,18.3,20.6,416.7,279.6,459.4,133.8,73.4,305,51.2,49,1857.3
Lakshadweep,2000,83.3,18.9,3.4,47.9,204.6,225.4,95.5,319.9,164.5,141.4,56.3,11,1372.1
Lakshadweep,2001,4.4,20.4,0,104.6,187.3,283.9,198.9,144.3,213.5,105.2,101.5,16.6,1380.6
Lakshadweep,2002,10.8,16.8,7.2,23.4,189.8,261.8,81.3,143.9,50,178.2,52.9,17.4,1033.5
Lakshadweep,2003,11.8,18.2,28.5,18.1,109.6,364.5,400.6,92.1,84.3,191.6,206.1,7.5,1532.9
Lakshadweep,2004,7.2,1.5,1.9,7.7,330.2,251.2,280.8,169.5,200,193.4,107.6,2.2,1553.2
Lakshadweep,2005,17.6,11.1,0,37,92.8,248.5,378.9,102.4,278,164.2,218.3,26.6,1575.4
Lakshadweep,2006,20.1,0,33,0.3,327.9,286.9,172.3,150.7,318.5,119.1,158.9,10.9,1598.6
Lakshadweep,2007,2.5,4.2,0.2,22.2,166.2,573.4,427.4,294.7,457.5,256.1,47.6,109.6,2361.6
Lakshadweep,2008,5.5,19.8,120.7,15.8,180.4,254.6,363.9,206.6,108.9,252.9,67.6,130.1,1726.8
Lakshadweep,2009,4.7,1.5,0.1,18.1,162.1,401.2,266.4,185,145.1,87.4,166.2,132.3,1570.1
Lakshadweep,2010,18.8,0,1.2,35.6,79,318.9,336.7,335.1,161.5,155.4,201.5,81.5,1725.2
Lakshadweep,2011,5.1,2.8,3.1,85.9,107.2,153.6,350.2,254,255.2,117.4,184.3,14.9,1533.7
Lakshadweep,2012,19.2,0.1,1.6,76.8,21.2,327,231.5,381.2,179.8,145.9,12.4,8.8,1405.5
Lakshadweep,2013,26.2,34.4,37.5,5.3,88.3,426.2,296.4,154.4,180,72.8,78.1,26.7,1426.3
Lakshadweep,2014,53.2,16.1,4.4,14.9,57.4,244.1,116.1,466.1,132.2,169.2,59,62.3,1395
Lakshadweep,2015,2.2,0.5,3.7,87.1,133.1,296.6,257.5,146.4,160.4,165.4,231,159,1642.9
Lakshadweep,2016,59.6,12.1,3.2,2.6,77.4,321.1,262.6,86.2,75.6,58.6,32,74.7,1065.7
Lakshadweep,2017,21.3,0.9,100.2,1.8,145.7,521.9,164.2,206.2,216,137.1,63.5,160.1,1738.9
