SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
Coastal Andhra Pradesh,1970,0.9,9.7,22.3,18.7,95,174,182.5,243.5,133.3,183.3,0.8,0,1064.2
Coastal Andhra Pradesh,1971,1,26.4,12.7,104.1,88.3,86.4,99.8,205.3,222,186.2,1,0,1033.2
Coastal Andhra Pradesh,1972,0,32.5,0,32.1,20.7,125.1,121.3,80.8,191.6,324.2,86.8,13.3,1028.5
Coastal Andhra Pradesh,1973,0,0.4,12,1.1,45.2,73.3,158.6,178.4,132.5,233.7,23.5,0.3,859.1
Coastal Andhra Pradesh,1974,0.1,1.5,11.2,12.9,34.9,120.4,126.3,132.8,194.3,274.2,36.3,0,944.9
Coastal Andhra Pradesh,1975,0.2,10.5,0.3,2.6,33.5,200.7,154.2,210.9,230.8,300.8,47.6,0.3,1192.4
Coastal Andhra Pradesh,1976,0,1.1,2.7,22.7,36.9,78.4,199,228.8,92.2,81.3,345.9,1.1,1090.3
Coastal Andhra Pradesh,1977,1.5,0,1.2,62.5,102.4,112.5,149.7,176.8,112.3,121,289.9,3,1132.8
Coastal Andhra Pradesh,1978,9.1,18,12.2,29.4,19,166.7,193.1,258.5,194.2,77.8,54.2,6,1038.3
Coastal Andhra Pradesh,1979,0.6,30.2,0.1,15.2,125.1,108.7,97.3,95.5,233.2,52.2,160.6,15.5,934.1
Coastal Andhra Pradesh,1980,0.5,2.4,5.6,16.1,31.5,217.5,169.3,176.7,128,205,48.4,13.8,1014.8
Coastal Andhra Pradesh,1981,16,0.1,31.4,15.2,62.3,99.7,181.3,149.5,264,89.7,18,2.1,929.3
Coastal Andhra Pradesh,1982,1.6,0.5,7.5,37.5,47.6,94.4,151.2,148.3,135.7,210.6,53.5,0.1,888.5
Coastal Andhra Pradesh,1983,0.1,17.3,4.6,8.8,56.2,147,188.1,264.1,259.2,232.7,7.6,10.2,1196
Coastal Andhra Pradesh,1984,5.7,9.8,1.8,26.5,21.2,89.1,219,123.1,154.8,111.8,20.9,1.6,785.2
Coastal Andhra Pradesh,1985,42.7,0.4,1.7,7,17.9,105.1,198.6,179.3,88.6,248.2,32.6,45.5,967.6
Coastal Andhra Pradesh,1986,32.6,25.9,2.2,26.6,44.1,101,106,336.2,95.3,124.4,111.9,3.7,1009.7
Coastal Andhra Pradesh,1987,20.9,0.2,24,16.9,52.9,75.6,99.7,163.4,103.4,265,243.6,14.2,1079.9
Coastal Andhra Pradesh,1988,0,16.7,2.3,38.4,69.6,68.2,313.4,269.8,277.5,78.6,5.8,24.6,1164.8
Coastal Andhra Pradesh,1989,0.1,0.1,37.4,7.3,31.9,128.3,329.6,235.5,189.6,55.5,13.2,1.6,1030
Coastal Andhra Pradesh,1990,10.3,81.1,84.5,24.2,507.7,107.4,102.5,223.2,158.5,248.7,58.9,4.3,1611.1
Coastal Andhra Pradesh,1991,19.6,3.3,6.6,17.9,24.5,215.5,145.3,134.4,265.7,148.7,132.4,8.3,1122.1
Coastal Andhra Pradesh,1992,13.1,4.3,0,9.1,45.5,75.6,208.4,207.2,145.8,147.5,144.4,0,1001
Coastal Andhra Pradesh,1993,2.2,9.8,16.6,26.6,71.7,73.2,166.2,99.3,172.9,196.2,17.5,17.5,869.7
Coastal Andhra Pradesh,1994,7.2,17.4,3.1,30.6,49.2,62.5,218.3,156.5,137,257.6,213.4,2.1,1155.1
Coastal Andhra Pradesh,1995,27.5,2.5,12,19.8,257.8,80,225.3,212.7,128.6,329.6,50.1,6.1,1352
Coastal Andhra Pradesh,1996,3.4,5.8,4.4,23.7,23.8,236.8,206.9,225.2,160.5,240,68.9,11.4,1210.9
Coastal Andhra Pradesh,1997,15.1,5.6,19.7,62.6,25.2,63.1,156,128.1,315.5,83.6,51.7,45.7,972.1
Coastal Andhra Pradesh,1998,12.6,35.7,24.7,38.9,33.6,136.2,214.1,252.2,255.5,178.6,128.6,0,1310.8
Coastal Andhra Pradesh,1999,0.1,2.7,0.2,11,74.3,126.4,154.2,136.6,137.5,153.9,28.3,0,825.1
Coastal Andhra Pradesh,2000,0.1,42.4,0.7,19.1,68.4,200.5,154.1,311.5,102.9,69.6,10.6,12.4,992.3
Coastal Andhra Pradesh,2001,4.6,3.8,20,54.1,50.8,117.2,123,170.7,187.2,196,78,4.1,1009.3
Coastal Andhra Pradesh,2002,28,0,7.3,34.8,35,115.2,74.7,173.5,71.7,148.7,14.3,0,703.2
Coastal Andhra Pradesh,2003,6.2,19.4,40.7,19.4,12.2,104,241.7,158.3,130.2,252.3,11.5,101.1,1096.8
Coastal Andhra Pradesh,2004,24,11.4,11.6,40.1,57.6,152.8,192.1,125,101.7,147.9,9.4,0.2,873.6
Coastal Andhra Pradesh,2005,13.6,8,17.4,32.2,48.4,88.1,151.5,105.9,398.1,298,56.2,4.2,1221.6
Coastal Andhra Pradesh,2006,0,0,30.7,58,67.6,132,126.8,279.7,224.1,185.4,55.3,0,1159.6
Coastal Andhra Pradesh,2007,0,5.1,0.1,8.5,13,300.1,141,164.4,287.1,167.7,11.9,0.5,1099.2
Coastal Andhra Pradesh,2008,3.2,61.6,93.8,18.5,34.9,119.8,208.5,276.2,166.8,51.6,71.4,1.2,1107.5
Coastal Andhra Pradesh,2009,0,0,5.7,6.4,53,72.6,140.9,163.5,151.9,92.6,102.6,1.3,790.5
Coastal Andhra Pradesh,2010,21.8,2.3,4.4,14.8,162,156.1,318.9,248.6,230.5,204,210.9,138.2,1712.4
Coastal Andhra Pradesh,2011,0,17.9,0.9,62.3,67.9,86.8,196,215.8,129.7,74.6,4.9,5,861.9
Coastal Andhra Pradesh,2012,37.6,0,2.7,24,39.3,95.4,221.9,221.2,246.5,140,289.7,0,1318.4
Coastal Andhra Pradesh,2013,2,29.6,0.2,48,28.2,127.5,162.4,123.1,132,411.5,53.1,2.8,1120.5
Coastal Andhra Pradesh,2014,0.4,1.2,9.1,6,112.9,45.7,151.8,177.8,144.5,195.6,23.7,6.4,874.9
Coastal Andhra Pradesh,2015,2,0.6,5.5,32.3,34.1,283.8,116,192,201.8,59.7,81.2,2,1010.9
Coastal Andhra Pradesh,2016,1.6,0.9,3.6,3,120.8,189.1,131.5,124.4,224.4,59.7,13.1,36.9,908.9
Coastal Andhra Pradesh,2017,1,0,12.4,8.8,30.8,149.6,153.2,224.2,141.8,123,46.7,1.2,892.7
Telangana,1961,0.8,6.1,2.7,11.8,46.1,142.2,368.3,209.2,144.5,188.3,26.4,0.2,1146.5
Telangana,1962,0.2,25.1,2.1,47,20.3,84.5,270.5,264.1,289.6,62.5,38.6,34.2,1138.7
Telangana,1963,0,0.3,4,35.5,9,179.5,214.7,372.7,103.3,91.2,0,0,1010.1
Telangana,1964,0,0.2,5.5,2.1,0.7,109.1,186.3,232.3,302.4,41.7,7.2,0,887.5
Telangana,1965,2.7,0.8,4.4,6.8,2.7,124.3,318.6,152.2,166.2,0.1,0,0,778.9
Telangana,1966,19.8,0,2.6,7.9,2.7,67.2,294,216.3,254.4,39.5,34.9,31.7,970.9
Telangana,1967,0.3,0,62.7,8.5,1.1,166.7,320.8,183.7,139.4,5.6,0.2,53.1,942.1
Telangana,1968,16.5,15,35.1,16,7.4,87.6,188.6,52.3,231.4,82.7,15.8,0.1,748.7
Telangana,1969,2.2,0,1.4,9.6,53.3,103.2,265.5,186.4,278.8,56.1,64.4,26.2,1047.1
Telangana,1970,6.9,0.7,4.5,22.5,45.8,205.5,135.6,345.8,176.1,26.8,0,0,970.3
Telangana,1971,7.3,7.5,6.3,6.9,37.8,139.9,114.1,144.3,97.2,167.9,0,0,729.1
Telangana,1972,0,14.6,0.1,12.7,12.2,162.8,183.9,93.9,71.3,64.8,49.7,4.8,670.7
Telangana,1973,0,0,1.7,5.5,6.4,110.5,239.4,367,83.5,223,5.3,0.1,1042.5
Telangana,1974,0,0,1.8,7,32.9,111.1,113.1,171.9,124.8,261.6,6,0,830.4
Telangana,1975,12.9,10.5,7.7,3,21.8,138.8,269.4,194,347,204.9,5.7,0,1215.8
Telangana,1976,0.2,0,1,25.6,10.7,85.7,471.7,277.3,123.4,5.6,34.5,0,1035.6
Telangana,1977,0,0,2.4,8,42.3,97.4,253.1,240,70.9,51,36.7,6.7,808.6
Telangana,1978,30.7,19.1,5.9,20.6,23,261.6,376.5,376.7,116,50.1,31.6,0,1311.7
Telangana,1979,9.8,22.8,1.2,12.6,48.7,145.9,156.4,131.8,200,15.7,39.5,7.3,791.7
Telangana,1980,0,0,5.3,15.5,8.3,219.6,210.1,294.5,145.6,5,2.4,16.2,922.6
Telangana,1981,10.3,0,26.2,11.7,40.1,187.2,227.5,310.2,285.2,42.5,0.8,2.1,1143.5
Telangana,1982,5.7,0,4.2,22.2,37.1,123.8,265.6,184.1,174.4,100.8,15.3,0,933.2
Telangana,1983,0,4.2,1.7,3.9,38.4,158.8,301.5,416.8,378.2,185.4,1,7.5,1497.5
Telangana,1984,7.3,8.1,4.7,11.4,3.5,104.9,277.8,119.8,111.8,91.1,2.2,0,742.8
Telangana,1985,5.7,0,4.7,15.5,13.6,181.4,223.8,160.8,70,108,0,2.3,785.9
Telangana,1986,29.4,60.3,1.9,21.5,9.1,115.5,234.9,406.8,65.6,24.6,20.4,17.3,1007.3
Telangana,1987,15.3,1,18.4,9.5,30.5,133.1,275,221.6,60.1,94.7,116,1.8,976.9
Telangana,1988,0,6.5,1.1,26.6,3.4,135.8,656.2,341.7,313.4,50.5,2.4,7.2,1544.9
Telangana,1989,0,0,39.2,1.9,4.9,238.5,406,277.7,165.4,17.4,1.4,8.6,1161
Telangana,1990,4.2,4.1,35.2,1,159.8,245.1,180.2,471.1,132.1,180.2,12.4,0.1,1425.7
Telangana,1991,21.7,4.1,8.9,21.6,34.4,194.5,268.8,122,100.8,29.4,36.8,6,849.1
Telangana,1992,4.8,0,2.5,10.7,20.6,180.5,180.5,271.8,99,47,46.1,0,863.5
Telangana,1993,4.9,2,12.9,13.1,29.4,83.9,291.8,146.4,187,100.9,0.1,13.2,885.6
Telangana,1994,8.6,12.5,0,21.5,20.4,115.3,308.2,256.3,53.9,143,36.2,0,975.7
Telangana,1995,98.7,0.5,22,16,35.6,135.4,282.1,209.2,141.1,332.7,12.6,0,1286
Telangana,1996,0,7.9,4.7,31.1,13.6,115.9,264.1,295.9,160.2,72.4,13.2,7.8,986.8
Telangana,1997,22.6,0.9,20.2,43.4,21.3,85.5,156.7,154.5,169.1,87.9,46.9,46.9,856
Telangana,1998,5.2,22.2,15.2,15.5,27.9,149.4,264,290.5,209.3,79.4,14.5,0,1093
Telangana,1999,0,9.3,4.6,1.7,74.8,141.6,205.2,190.9,177.6,55.7,2.2,0,863.8
Telangana,2000,0.6,16.8,1,16.3,48.8,253.2,220.9,420.5,70.7,20.2,6.4,2.5,1078
Telangana,2001,8.5,0,21.5,37.3,7.5,183.9,123.8,266.8,119.9,135.6,17.4,0,922.3
Telangana,2002,18.8,10.1,7.6,7.7,32,143.2,91.7,321.7,52.4,76.2,3.9,0,765.3
Telangana,2003,0,10.7,21.9,14,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.3,963.2
Telangana,2004,34.4,17.9,9.3,25.9,34.6,64.6,216.7,117.7,110.1,30.6,5.3,0,667
Telangana,2005,43.4,14.1,14.6,23.8,19.7,115.1,400.3,126.9,246.3,136.1,3.9,18.8,1163.1
Telangana,2006,0,0,42.7,38.6,46.1,104.8,169.5,308.2,280.2,28.1,34.7,0,1053
Telangana,2007,0,0,0.1,0.1,9.2,176.6,134.6,206.6,262.3,40.8,13,0,843.3
Telangana,2008,0.2,18.6,108.6,15.7,4.9,132.9,183.4,391.8,146.7,24.2,7.5,0.8,1035.3
Telangana,2009,0,0,2.1,4.5,13.1,85.8,118.4,192.3,149.7,69.5,29.6,1.2,666.3
Telangana,2010,10.3,5.3,1.5,5.6,24.9,127,395.5,308.1,249.8,98.7,40.5,9.3,1276.4
Telangana,2011,0,11.9,2.6,25.6,9.3,83.9,268.2,225.9,107.6,13.9,4.2,0,753.1
Telangana,2012,6.7,0,0.2,14,8.4,124.4,300.3,229.9,202.4,83.6,38.7,0,1008.6
Telangana,2013,2.4,29,0.2,24.4,8.5,213.4,453.8,230.6,161.4,205.9,16.4,2.7,1348.7
Telangana,2014,0.2,2.9,58.3,10.3,73.3,62.3,146,205.2,146.8,29.6,10.8,0.7,746.4
Telangana,2015,17.5,0,43,65.7,23.3,266.9,104.4,160.5,158.3,15.6,0.3,1.7,857.3
Telangana,2016,1.2,0.2,11.5,4.3,55.1,194,235.8,133.7,336.3,70.4,0.5,0.4,1043.4
Telangana,2017,0,0,8.7,3.2,22.4,202.2,143.2,204.2,115.3,114.6,1.9,0,815.7
Rayalseema,1961,2.4,7.9,0.5,3,41.4,96.2,112.5,124.7,54.3,141.5,62.8,4.2,651.5
Rayalseema,1962,1.9,4,5.4,44.8,77.5,54.2,40.4,117.1,140.7,231.4,34.4,64.4,816.3
Rayalseema,1963,7.1,0.3,10.1,38.1,26.4,77.6,82.6,148.2,95.9,159.7,33,30,709.1
Rayalseema,1964,0,0,0,2,12,56.6,213.4,89.4,225.2,51,128.4,13.6,791.6
Rayalseema,1965,0.6,0.6,5.5,40.2,15.6,47.2,78.6,168.8,109.4,13.2,62.2,54.3,595.9
Rayalseema,1966,6.1,0.2,0,9.7,45.2,94.5,96.7,129.1,143.9,94.2,247.9,36.6,904.1
Rayalseema,1967,16.8,0,34.7,7.3,51.5,62.7,127.3,48.9,140.9,100.3,43.2,104.2,737.6
Rayalseema,1968,0.1,2.6,10.8,38.1,21.2,45.2,77.9,13.6,150.4,113.7,83.6,66.8,623.9
Rayalseema,1969,0,0,0.9,5,55.3,61.2,118.1,126.6,49.3,258.1,109,58.8,842.4
Rayalseema,1970,0.1,14.2,2.9,12.3,76.7,57.7,107.5,201.3,131.2,107.9,64.1,0.5,776.4
Rayalseema,1971,3.6,4.8,20,27.7,52.1,35.3,60.5,98.5,90.7,163.4,40.8,23.8,621.1
Rayalseema,1972,3.2,0.7,0,13.8,89.2,110.8,30.8,27.4,131.5,218.1,108.3,92.3,826
Rayalseema,1973,0,0,0.1,1.5,30.2,51.1,80.4,150.2,141.9,164.1,34.2,35.7,689.5
Rayalseema,1974,0,0,0,7.8,61.7,67.3,94.5,68.5,204.9,194.1,29.5,0,728.5
Rayalseema,1975,0.8,0.1,4.9,3.8,46.8,46,176.9,133.7,156.7,345.5,121,5.3,1041.6
Rayalseema,1976,0.9,0,0,11.7,14.6,70.4,134.7,189.3,50.1,137.9,203.8,3.6,817
Rayalseema,1977,0.4,0.4,2.2,22.5,70.4,98.6,87.4,140.2,51.3,217,175.1,1,866.6
Rayalseema,1978,1.6,7.4,0.5,30.6,33,61.7,130,93.3,196.2,80,143.4,91.4,869.3
Rayalseema,1979,3.2,19.4,0,7,96.6,49.7,72.2,79.7,155.3,61.5,256.6,12.3,813.4
Rayalseema,1980,0,0,1.5,6.6,29.5,58.3,79.5,110.5,62.9,38.6,158.7,27.5,573.7
Rayalseema,1981,7.9,0,20.5,10.4,39.3,61.4,100.7,115.2,210,141.7,37.6,40.6,785.2
Rayalseema,1982,0.9,0,0.6,11.3,37.3,76.7,72.7,32.2,105.5,127.8,130.4,0,595.6
Rayalseema,1983,0,1,3.9,4.7,54.6,54.8,110,193,272.5,125.1,35.9,87.5,943
Rayalseema,1984,6.5,81,28.4,12.4,10.1,27.8,162.1,19.1,130.9,79.3,127.6,47.8,733
Rayalseema,1985,17.7,0,4.2,11.9,13.7,52.1,134.3,77.8,72.3,121.1,140.2,40.6,685.8
Rayalseema,1986,68.8,14.5,0,9.2,17,58.7,55.9,54.7,106.9,103.1,81.8,10.3,580.9
Rayalseema,1987,5.1,0,11.9,7.9,28.7,56.9,28.8,154.5,88,178.4,120.3,88.9,769.5
Rayalseema,1988,0.6,0.4,4,43,52.9,24.8,178,217.6,186.1,42.8,61.3,30.7,842.3
Rayalseema,1989,0,0,25.4,2.2,24,50.4,245.2,26.6,146.8,51.2,75.7,46.1,693.7
Rayalseema,1990,2.1,5.5,16.9,8.1,138.8,48.9,62.3,100.1,184.7,186,166.4,10.9,930.7
Rayalseema,1991,11.5,0,6.2,26.3,32.4,187.6,79.8,101.6,99.9,191,219.6,11.7,967.5
Rayalseema,1992,7.7,0,0,17.1,41.5,39.3,90.5,89.9,73.5,89.3,142.7,4.6,596
Rayalseema,1993,0,6.7,17,11.3,49.3,41.9,109.5,123.7,128,172.7,132.3,94.5,887.1
Rayalseema,1994,5.3,13.2,2.1,25.1,43.8,34.4,91.5,107.8,38,207.4,101.1,20.8,690.5
Rayalseema,1995,28.1,4.8,12.8,10.4,136.4,69.4,156.1,182.1,94,130.9,45,4.3,874.3
Rayalseema,1996,0,0.9,2.4,36.6,32.9,270.7,72.2,183.8,210.1,279.2,44.3,144.6,1277.7
Rayalseema,1997,16.5,1.4,16.9,33.6,36.2,73.7,40.8,80.7,207.4,103.8,145.3,78.8,835
Rayalseema,1998,0.2,3.1,4.3,32.7,29,52.8,126.5,164.7,202,146.6,141.3,44.7,948.1
Rayalseema,1999,0.8,5.1,0.5,11.1,68.8,57.6,50.6,97.4,63.3,100.2,69.8,12,537.2
Rayalseema,2000,0,34.3,0.2,22.1,73.8,92.7,94.7,241.5,102.9,134.7,37.7,36.7,871.3
Rayalseema,2001,7.7,0,6.5,68.2,24.5,24,70.1,95.8,195.5,352.5,41.7,38.1,924.5
Rayalseema,2002,25.6,3.2,7.7,17.5,55,90.8,42.9,69.8,78.2,167.5,44.2,12.9,615.2
Rayalseema,2003,0,1.3,26.1,15,4.1,57.4,183.4,116.4,124.9,175.5,11.7,9.6,725.5
Rayalseema,2004,10.2,4.3,12.9,35.1,149.7,39.8,122.9,23.1,153.7,124.4,65.6,0,741.7
Rayalseema,2005,1.3,13.6,14.7,38.5,48.4,51.2,133.2,106.6,127.6,304.8,144.8,81.7,1066.4
Rayalseema,2006,0.2,0,32.8,9.7,62.7,85.8,43.2,72,144.7,88.4,78.6,20,638.1
Rayalseema,2007,0,0.5,0.1,6,15.1,208.2,83.8,186.9,186,176.9,35.3,81.8,980.6
Rayalseema,2008,6.4,18.7,62.9,4.1,42.1,31.7,81.4,104.9,121.7,126,192.1,5.9,798
Rayalseema,2009,0.5,0,5.3,8.4,47.4,68.9,33.2,128.5,155.8,69.3,135.6,35.4,688.2
Rayalseema,2010,4.7,0.8,0.6,13,65.4,108.3,187.6,155,122.9,83.4,175.1,46.7,963.5
Rayalseema,2011,0.8,12.1,0,34.6,33,44.5,128.9,163.6,71.2,107.5,106.9,35.1,738
Rayalseema,2012,2.7,0,2.5,32.7,38.8,47,139.7,120,69.5,113.7,86.6,61.9,715
Rayalseema,2013,1.3,30.6,11.5,26.8,38.9,73.8,95.7,110.3,163.2,169.3,38.6,2.6,762.6
Rayalseema,2014,0.2,0.7,12.5,5.1,46.7,66.3,68.7,115.1,81.4,104.6,37.8,12.8,551.8
Rayalseema,2015,1.9,0,13.4,73.4,39.7,73,43.1,123.6,136.3,106.7,383.8,52.2,1047.1
Rayalseema,2016,7.9,0,0.8,0.4,80.5,128.6,131,41.5,90.8,14.1,5.4,54.4,555.4
Rayalseema,2017,3.9,0,12.8,8.8,39.9,88.9,52.2,171.6,194.6,221.1,33.3,7.4,834.5
Tamil Nadu,1961,76,12.7,2.2,23.9,71.9,73.8,99.4,110.4,122.2,154.7,107.5,56.1,910.7
Tamil Nadu,1962,10,23.6,13.6,48.4,114.1,44,56.7,130.5,114.8,275.7,63.1,47.1,941.6
Tamil Nadu,1963,76.2,4.8,39.1,56.5,45.1,49.9,93.1,88.7,115,173.4,195,135.9,1072.8
Tamil Nadu,1964,1.6,1.2,15.5,11.4,56.8,31.3,174.7,100.8,92.3,187.7,166.4,70.9,910.6
Tamil Nadu,1965,1.8,7.2,10.1,63.8,40.9,33.5,55.4,169.8,92.7,123.9,120.3,202.3,921.8
Tamil Nadu,1966,16,1.6,11.9,33.4,51.8,51.6,76.4,143.4,166.1,290.6,224.3,99.8,1166.9
Tamil Nadu,1967,28.9,1,40.4,19.3,47.6,69.1,69.4,81.2,76.2,182.3,127.1,156.7,899.1
Tamil Nadu,1968,4.6,5.6,36.5,85.9,46.9,47.9,53.7,65,137.7,111.8,121.1,72.7,789.4
Tamil Nadu,1969,1.5,7.2,3.5,32.1,57,30.4,60.9,139.7,36.8,275.1,190.5,127.1,961.8
Tamil Nadu,1970,15.9,18,9.2,61.8,85.4,51.6,88.9,98.5,102.4,195.1,199.9,15.3,942.1
Tamil Nadu,1971,19.3,11.1,37.8,40.6,75.7,46.9,87.2,127.8,109,221.3,71.3,199.6,1047.6
Tamil Nadu,1972,4,1.2,1,14,151.1,55.1,49.2,42.7,175.3,273.1,126,200.6,1093.4
Tamil Nadu,1973,0.3,0.2,5.3,20.7,57,63.5,92.3,87.6,130.4,195.2,79.1,127.1,858.5
Tamil Nadu,1974,0.6,8.9,6.7,30.4,59.5,40.6,79.8,63.5,178,114.8,47.8,22.2,652.8
Tamil Nadu,1975,6,4.3,34.8,20.8,80.8,46.8,129.1,121.3,147.8,165.3,130.3,36.4,923.6
Tamil Nadu,1976,1.2,0.2,8.4,50.1,33.8,48.6,64,129.9,83.7,137.6,244.9,56.6,858.9
Tamil Nadu,1977,1.4,24.8,10.4,45.5,104.1,50.6,55.4,128.3,118.6,347.5,346.8,12.6,1246
Tamil Nadu,1978,1.4,11.2,10.9,35.9,55.2,29.4,78.2,55.4,137.2,151.4,234.6,198.1,998.8
Tamil Nadu,1979,0.7,43.5,12.5,15.3,35.1,60.2,75.2,80.2,183.1,132.6,416.7,48.2,1103.4
Tamil Nadu,1980,0.1,0,15.4,45.9,69.2,37.7,64.9,64.2,76.3,122.3,166.2,47,709.1
Tamil Nadu,1981,8.9,1.3,21.7,23.7,87.2,57,117,91.8,200.5,258,106.4,72.5,1045.9
Tamil Nadu,1982,0.2,0.1,8.6,25.2,58.8,49.8,52.5,44.5,93.4,114,200.8,30.9,678.6
Tamil Nadu,1983,0.2,0.2,1.9,5.5,86.9,72.9,77.9,132,154.6,138.7,94.5,242.6,1007.7
Tamil Nadu,1984,34.5,131.3,101.7,45.4,21.6,43.6,149.5,38,151.3,134.8,113.5,58.5,1023.8
Tamil Nadu,1985,89.7,5.2,11.9,43.9,33.4,108.8,81.2,129.7,161.6,107.3,233.3,57.4,1063.5
Tamil Nadu,1986,65.5,39,16.1,20.9,62.7,63.4,66.9,115.2,142.3,170.5,133.4,57.1,953
Tamil Nadu,1987,8,1.2,28.7,20,50.5,70.5,26.1,82.8,127,236.7,136.9,175,963.5
Tamil Nadu,1988,0.2,3.8,27.4,94.6,59.1,41.1,102.6,149.8,136.1,71.8,117.6,33.1,837.2
Tamil Nadu,1989,2.7,0,27.9,40.8,53.6,57.4,154.9,39.7,137.3,148.6,154,39.8,856.5
Tamil Nadu,1990,84.8,10.2,36.2,24.3,94.9,28.9,40,80.1,119.6,194.1,144,46.1,903.2
Tamil Nadu,1991,24.2,4.6,9.7,37.4,29.5,128.1,54.7,71.7,114,225.1,234.4,21.4,954.8
Tamil Nadu,1992,3.1,0.2,0,22.5,58.3,66.4,77.9,59.9,157.3,123.9,297.2,52.1,918.7
Tamil Nadu,1993,0.1,7,9.9,11.2,46.6,68.2,60.3,88.8,96.7,214.5,315.9,163.1,1082.3
Tamil Nadu,1994,7,27.6,5.5,48.3,66.6,38.6,75.3,66.1,84.2,230.6,229.1,27,905.9
Tamil Nadu,1995,23.8,3.3,16.7,39.5,139,64.6,86.7,121.1,94,143.1,107.9,3.7,843.4
Tamil Nadu,1996,7.6,3.6,5,91.5,34,125.3,55.4,112.4,141.2,149.7,106,237.6,1069.4
Tamil Nadu,1997,7.7,0.2,2.3,42,49.2,50.4,63.5,56.4,116,169.5,258.1,135.2,950.5
Tamil Nadu,1998,6.9,5.7,4.1,23.6,55.8,43,101.9,152.9,121.8,124.7,242,197.4,1079.7
Tamil Nadu,1999,8.3,24.1,3.9,56.9,74.5,46.4,55.3,74.8,73.1,268.9,182.8,53.6,922.6
Tamil Nadu,2000,30.3,74.5,9.4,41.6,54.7,52.2,45.8,136.1,169.8,120.3,148.6,88.9,972
Tamil Nadu,2001,21.8,10.9,13,93.8,45,39.9,37.2,18.7,53.8,69.5,52.3,27.6,483.4
Tamil Nadu,2002,2.9,22.1,3.9,9.2,32.6,23.7,11.8,26.5,32.2,93.7,47.2,12.2,318
Tamil Nadu,2003,0.3,4.1,18,17.1,19.8,22.5,38.7,49.3,26.1,86,59.5,7.1,348.5
Tamil Nadu,2004,2.8,0.7,3,16.2,101.1,21.2,98.6,85.1,208.3,271.1,204.5,25,1037.6
Tamil Nadu,2005,4.1,11.1,24.4,128,80.6,35.7,87.9,93.3,117.9,280.5,353.4,148.5,1365.3
Tamil Nadu,2006,15.3,0.2,52.4,32.6,65.2,57.2,33.6,73.4,116.3,240.4,215.1,26.1,927.9
Tamil Nadu,2007,7.2,7.5,1.8,58,44.9,73.1,101,136.5,89.1,248.9,79.2,219.9,1067.2
Tamil Nadu,2008,11.7,29.1,164.7,31.5,53.7,51.1,73.1,126.5,70.7,242.7,298.5,50.1,1203.4
Tamil Nadu,2009,7.9,0,41,41.4,74.8,27,42.1,96.9,114.4,62.1,314.7,106.2,928.5
Tamil Nadu,2010,11.8,0.2,1.9,22.9,91.9,70,81.4,102.9,111.1,148.1,328.6,124.5,1095.2
Tamil Nadu,2011,4.3,11.2,8,91.5,33.4,56,45.5,128.9,76,200.4,230.5,41,926.5
Tamil Nadu,2012,3,0.1,2.5,35.5,41.9,30.1,46.5,98,84.9,235.2,44.5,14,636.1
Tamil Nadu,2013,3.9,30.9,30,20.3,42,54.6,42.7,110.7,113.5,127.9,112.3,53.2,741.9
Tamil Nadu,2014,7.4,6.1,8.1,8.3,139.1,47.8,50.6,117.7,98.9,252.2,110.8,66,913
Tamil Nadu,2015,8.3,2.3,21.7,108.8,112.4,62.4,43.5,81.6,98.4,132.6,379.8,152.8,1204.6
Tamil Nadu,2016,2.5,0.8,3.1,6.3,102.5,63,86.8,55.1,49,65.8,33.8,66.5,535
Tamil Nadu,2017,37.3,1.1,35.4,17.3,73.5,47.9,42,159.4,165.3,155.5,141.5,96.8,973
Coastal Karnataka,1961,0,0,0.9,47.7,635,1013,1884.9,936.3,702.8,309.6,21,2.7,5553.9
Coastal Karnataka,1962,0.2,3.4,0.1,31.6,359.4,405.4,1307.9,1080.9,413.5,313.4,18.5,83.3,4017.7
Coastal Karnataka,1963,1.1,0.7,28.6,38.5,86,682.3,887.6,1013.8,181,233.7,8.2,10,3171.3
Coastal Karnataka,1964,0,0,2.6,5.8,23.4,631.7,864,978.1,363.9,200.2,53.1,17.6,3140.5
Coastal Karnataka,1965,2.5,0,0,9.7,39.7,797.8,1002.5,577.2,196.8,25.1,20.1,159.8,2831.1
Coastal Karnataka,1966,3.7,0,0.8,11.8,196,577.9,1122.4,278.3,299.6,191.9,231.5,62.8,2976.6
Coastal Karnataka,1967,2,0,0.1,18.5,86.7,658.7,1368.5,673.4,237.1,124.8,7.4,4.5,3181.8
Coastal Karnataka,1968,2,0,6.3,43.7,19.2,826.6,1550.5,456.3,304.9,221.4,30.1,0.1,3461
Coastal Karnataka,1969,0,0,1.2,44.8,49.9,704.8,1253.9,488.2,542.7,163.4,82.6,11.4,3342.9
Coastal Karnataka,1970,0,0,2,30.9,260.4,843.7,1259.2,1130.5,328.7,157.8,28.7,0,4042
Coastal Karnataka,1971,0,0.1,0.4,23.5,268.3,1113.2,1017,532.6,215.6,55.2,7,2.5,3235.2
Coastal Karnataka,1972,0,0.5,0.2,17,153.4,716.9,1068.8,522.9,131.2,201.6,38.7,5.8,2856.9
