Date,Rainfall,Uncertainty,State,Country
1/1/1961,26.976,0.434,Andaman And Nicobar,India
2/1/1961,26.757,0.396,Andaman And Nicobar,India
3/1/1961,27.535,0.686,Andaman And Nicobar,India
4/1/1961,28.704,0.412,Andaman And Nicobar,India
5/1/1961,28.136,0.648,Andaman And Nicobar,India
6/1/1961,27.797,0.323,Andaman And Nicobar,India
7/1/1961,27.726,0.393,Andaman And Nicobar,India
8/1/1961,27.628,0.429,Andaman And Nicobar,India
9/1/1961,27.011,0.219,Andaman And Nicobar,India
10/1/1961,26.807,0.351,Andaman And Nicobar,India
11/1/1961,27.535,0.181,Andaman And Nicobar,India
12/1/1961,26.778,0.286,Andaman And Nicobar,India
1/1/1962,26.45,0.499,Andaman And Nicobar,India
2/1/1962,26.502,0.367,Andaman And Nicobar,India
3/1/1962,27.347,0.325,Andaman And Nicobar,India
4/1/1962,28.757,0.454,Andaman And Nicobar,India
5/1/1962,28.848,0.244,Andaman And Nicobar,India
6/1/1962,28.065,0.909,Andaman And Nicobar,India
7/1/1962,27.923,0.327,Andaman And Nicobar,India
8/1/1962,27.6,0.346,Andaman And Nicobar,India
9/1/1962,27.352,0.352,Andaman And Nicobar,India
10/1/1962,27.5,0.619,Andaman And Nicobar,India
11/1/1962,27.449,0.713,Andaman And Nicobar,India
12/1/1962,26.899,1.045,Andaman And Nicobar,India
1/1/1963,26.354,0.286,Andaman And Nicobar,India
2/1/1963,26.65,0.687,Andaman And Nicobar,India
3/1/1963,27.47,0.8,Andaman And Nicobar,India
4/1/1963,28.352,0.414,Andaman And Nicobar,India
5/1/1963,29.264,0.933,Andaman And Nicobar,India
6/1/1963,28.034,0.319,Andaman And Nicobar,India
7/1/1963,27.857,0.7,Andaman And Nicobar,India
8/1/1963,27.593,0.224,Andaman And Nicobar,India
9/1/1963,27.342,0.285,Andaman And Nicobar,India
10/1/1963,27.018,0.209,Andaman And Nicobar,India
11/1/1963,27.679,0.297,Andaman And Nicobar,India
12/1/1963,26.858,0.87,Andaman And Nicobar,India
1/1/1964,26.693,0.512,Andaman And Nicobar,India
2/1/1964,27.359,1.085,Andaman And Nicobar,India
3/1/1964,27.809,0.355,Andaman And Nicobar,India
4/1/1964,28.997,0.596,Andaman And Nicobar,India
5/1/1964,28.267,0.652,Andaman And Nicobar,India
6/1/1964,27.749,0.495,Andaman And Nicobar,India
7/1/1964,27.823,0.278,Andaman And Nicobar,India
8/1/1964,27.538,0.389,Andaman And Nicobar,India
9/1/1964,27.178,0.215,Andaman And Nicobar,India
10/1/1964,27.057,0.412,Andaman And Nicobar,India
11/1/1964,26.959,0.959,Andaman And Nicobar,India
12/1/1964,26.559,0.238,Andaman And Nicobar,India
1/1/1965,25.847,0.605,Andaman And Nicobar,India
2/1/1965,26.779,0.239,Andaman And Nicobar,India
3/1/1965,27.064,0.446,Andaman And Nicobar,India
4/1/1965,28.172,0.329,Andaman And Nicobar,India
5/1/1965,28.411,0.454,Andaman And Nicobar,India
6/1/1965,27.893,0.647,Andaman And Nicobar,India
7/1/1965,27.805,0.323,Andaman And Nicobar,India
8/1/1965,27.481,0.241,Andaman And Nicobar,India
9/1/1965,27.137,0.323,Andaman And Nicobar,India
10/1/1965,27.122,0.402,Andaman And Nicobar,India
11/1/1965,27.487,0.399,Andaman And Nicobar,India
12/1/1965,27.418,0.505,Andaman And Nicobar,India
1/1/1966,27.046,0.389,Andaman And Nicobar,India
2/1/1966,27.249,0.528,Andaman And Nicobar,India
3/1/1966,27.622,0.347,Andaman And Nicobar,India
4/1/1966,28.597,0.318,Andaman And Nicobar,India
5/1/1966,28.731,0.6,Andaman And Nicobar,India
6/1/1966,28.192,0.355,Andaman And Nicobar,India
7/1/1966,27.803,0.369,Andaman And Nicobar,India
8/1/1966,27.917,0.38,Andaman And Nicobar,India
9/1/1966,27.468,0.526,Andaman And Nicobar,India
10/1/1966,27.177,0.25,Andaman And Nicobar,India
11/1/1966,27.619,0.366,Andaman And Nicobar,India
12/1/1966,27.153,0.241,Andaman And Nicobar,India
1/1/1967,26.83,0.384,Andaman And Nicobar,India
2/1/1967,26.667,0.481,Andaman And Nicobar,India
3/1/1967,27.327,0.643,Andaman And Nicobar,India
4/1/1967,28.507,0.239,Andaman And Nicobar,India
5/1/1967,28.512,0.808,Andaman And Nicobar,India
6/1/1967,28.217,0.323,Andaman And Nicobar,India
7/1/1967,27.77,0.446,Andaman And Nicobar,India
8/1/1967,27.476,0.394,Andaman And Nicobar,India
9/1/1967,27.356,0.364,Andaman And Nicobar,India
10/1/1967,26.924,0.218,Andaman And Nicobar,India
11/1/1967,27.556,0.357,Andaman And Nicobar,India
12/1/1967,27.058,0.333,Andaman And Nicobar,India
1/1/1968,26.479,0.363,Andaman And Nicobar,India
2/1/1968,26.519,0.342,Andaman And Nicobar,India
3/1/1968,27.966,0.274,Andaman And Nicobar,India
4/1/1968,28.56,0.561,Andaman And Nicobar,India
5/1/1968,28.55,0.359,Andaman And Nicobar,India
6/1/1968,27.978,0.417,Andaman And Nicobar,India
7/1/1968,27.805,0.269,Andaman And Nicobar,India
8/1/1968,28.076,0.612,Andaman And Nicobar,India
9/1/1968,27.467,0.41,Andaman And Nicobar,India
10/1/1968,27.395,0.611,Andaman And Nicobar,India
11/1/1968,27.874,0.368,Andaman And Nicobar,India
12/1/1968,27.459,0.313,Andaman And Nicobar,India
1/1/1969,26.593,1.013,Andaman And Nicobar,India
2/1/1969,26.441,0.39,Andaman And Nicobar,India
3/1/1969,28.083,0.368,Andaman And Nicobar,India
4/1/1969,29.396,0.438,Andaman And Nicobar,India
5/1/1969,28.969,0.476,Andaman And Nicobar,India
6/1/1969,28.241,0.455,Andaman And Nicobar,India
7/1/1969,28.001,0.549,Andaman And Nicobar,India
8/1/1969,27.826,0.676,Andaman And Nicobar,India
9/1/1969,27.525,0.3,Andaman And Nicobar,India
10/1/1969,27.54,0.345,Andaman And Nicobar,India
11/1/1969,27.24,0.232,Andaman And Nicobar,India
12/1/1969,27.316,0.623,Andaman And Nicobar,India
1/1/1970,27.029,0.398,Andaman And Nicobar,India
2/1/1970,27.397,0.609,Andaman And Nicobar,India
3/1/1970,28.158,0.37,Andaman And Nicobar,India
4/1/1970,29.093,0.237,Andaman And Nicobar,India
5/1/1970,28.616,0.339,Andaman And Nicobar,India
6/1/1970,28.27,0.311,Andaman And Nicobar,India
7/1/1970,27.712,0.231,Andaman And Nicobar,India
8/1/1970,27.663,0.277,Andaman And Nicobar,India
9/1/1970,27.469,0.314,Andaman And Nicobar,India
10/1/1970,26.941,0.482,Andaman And Nicobar,India
11/1/1970,27.075,0.319,Andaman And Nicobar,India
12/1/1970,26.6,0.297,Andaman And Nicobar,India
1/1/1971,26.498,0.894,Andaman And Nicobar,India
2/1/1971,26.347,0.389,Andaman And Nicobar,India
3/1/1971,27.266,0.498,Andaman And Nicobar,India
4/1/1971,28.405,0.678,Andaman And Nicobar,India
5/1/1971,28.367,0.281,Andaman And Nicobar,India
6/1/1971,27.719,0.698,Andaman And Nicobar,India
7/1/1971,27.519,0.515,Andaman And Nicobar,India
8/1/1971,27.39,0.589,Andaman And Nicobar,India
9/1/1971,27.383,0.367,Andaman And Nicobar,India
10/1/1971,26.801,0.359,Andaman And Nicobar,India
11/1/1971,26.667,0.317,Andaman And Nicobar,India
12/1/1971,27.012,0.708,Andaman And Nicobar,India
1/1/1972,26.148,0.947,Andaman And Nicobar,India
2/1/1972,26.475,0.922,Andaman And Nicobar,India
3/1/1972,27.336,0.332,Andaman And Nicobar,India
4/1/1972,28.052,0.558,Andaman And Nicobar,India
5/1/1972,28.304,0.99,Andaman And Nicobar,India
6/1/1972,27.98,0.702,Andaman And Nicobar,India
7/1/1972,27.881,0.332,Andaman And Nicobar,India
8/1/1972,27.724,0.631,Andaman And Nicobar,India
9/1/1972,27.488,0.324,Andaman And Nicobar,India
10/1/1972,27.323,0.317,Andaman And Nicobar,India
11/1/1972,27.429,0.642,Andaman And Nicobar,India
12/1/1972,27.055,1.108,Andaman And Nicobar,India
1/1/1973,26.52,1.286,Andaman And Nicobar,India
2/1/1973,27.485,0.598,Andaman And Nicobar,India
3/1/1973,28.06,0.414,Andaman And Nicobar,India
4/1/1973,29.443,0.425,Andaman And Nicobar,India
5/1/1973,28.563,0.258,Andaman And Nicobar,India
6/1/1973,28.454,0.189,Andaman And Nicobar,India
7/1/1973,28.04,0.41,Andaman And Nicobar,India
8/1/1973,27.836,0.327,Andaman And Nicobar,India
9/1/1973,27.587,0.555,Andaman And Nicobar,India
10/1/1973,27.375,0.407,Andaman And Nicobar,India
11/1/1973,26.974,0.198,Andaman And Nicobar,India
12/1/1973,26.322,0.386,Andaman And Nicobar,India
1/1/1974,25.298,0.497,Andaman And Nicobar,India
2/1/1974,26.288,0.335,Andaman And Nicobar,India
3/1/1974,27.575,0.308,Andaman And Nicobar,India
4/1/1974,28.263,0.25,Andaman And Nicobar,India
5/1/1974,28.13,0.309,Andaman And Nicobar,India
6/1/1974,27.975,0.29,Andaman And Nicobar,India
7/1/1974,27.932,0.37,Andaman And Nicobar,India
8/1/1974,28.043,0.38,Andaman And Nicobar,India
9/1/1974,27.593,0.885,Andaman And Nicobar,India
10/1/1974,27.339,0.754,Andaman And Nicobar,India
11/1/1974,27.488,0.358,Andaman And Nicobar,India
12/1/1974,27.115,0.65,Andaman And Nicobar,India
1/1/1975,26.975,0.614,Andaman And Nicobar,India
2/1/1975,26.853,0.478,Andaman And Nicobar,India
3/1/1975,27.968,0.373,Andaman And Nicobar,India
4/1/1975,28.837,0.796,Andaman And Nicobar,India
5/1/1975,28.602,0.794,Andaman And Nicobar,India
6/1/1975,27.784,0.345,Andaman And Nicobar,India
7/1/1975,27.696,0.398,Andaman And Nicobar,India
8/1/1975,27.959,0.391,Andaman And Nicobar,India
9/1/1975,27.181,0.315,Andaman And Nicobar,India
10/1/1975,27.202,0.302,Andaman And Nicobar,India
11/1/1975,26.98,0.732,Andaman And Nicobar,India
12/1/1975,26.049,0.752,Andaman And Nicobar,India
1/1/1976,25.961,1.269,Andaman And Nicobar,India
2/1/1976,26.063,0.637,Andaman And Nicobar,India
3/1/1976,27.451,0.422,Andaman And Nicobar,India
4/1/1976,28.366,0.49,Andaman And Nicobar,India
5/1/1976,27.847,0.308,Andaman And Nicobar,India
6/1/1976,27.742,0.324,Andaman And Nicobar,India
7/1/1976,27.781,0.646,Andaman And Nicobar,India
8/1/1976,27.531,0.501,Andaman And Nicobar,India
9/1/1976,27.506,0.256,Andaman And Nicobar,India
10/1/1976,27.437,0.486,Andaman And Nicobar,India
11/1/1976,27.526,0.32,Andaman And Nicobar,India
12/1/1976,26.799,0.564,Andaman And Nicobar,India
1/1/1977,26.153,0.57,Andaman And Nicobar,India
2/1/1977,26.802,0.304,Andaman And Nicobar,India
3/1/1977,27.774,0.71,Andaman And Nicobar,India
4/1/1977,28.757,0.294,Andaman And Nicobar,India
5/1/1977,28.568,0.578,Andaman And Nicobar,India
6/1/1977,28.313,0.389,Andaman And Nicobar,India
7/1/1977,28.092,0.363,Andaman And Nicobar,India
8/1/1977,27.778,0.465,Andaman And Nicobar,India
9/1/1977,27.522,0.569,Andaman And Nicobar,India
10/1/1977,27.203,0.265,Andaman And Nicobar,India
11/1/1977,27.395,0.327,Andaman And Nicobar,India
12/1/1977,27.178,0.311,Andaman And Nicobar,India
1/1/1978,26.501,1.638,Andaman And Nicobar,India
2/1/1978,27.101,0.989,Andaman And Nicobar,India
3/1/1978,27.483,1.162,Andaman And Nicobar,India
4/1/1978,28.782,0.485,Andaman And Nicobar,India
5/1/1978,28.662,0.284,Andaman And Nicobar,India
6/1/1978,27.774,0.945,Andaman And Nicobar,India
7/1/1978,27.522,0.56,Andaman And Nicobar,India
8/1/1978,28.065,0.477,Andaman And Nicobar,India
9/1/1978,27.58,0.354,Andaman And Nicobar,India
10/1/1978,27.469,0.516,Andaman And Nicobar,India
11/1/1978,27.74,0.26,Andaman And Nicobar,India
12/1/1978,27.495,0.56,Andaman And Nicobar,India
1/1/1979,27.494,0.282,Andaman And Nicobar,India
2/1/1979,27.377,0.489,Andaman And Nicobar,India
3/1/1979,28.415,0.26,Andaman And Nicobar,India
4/1/1979,29.261,0.713,Andaman And Nicobar,India
5/1/1979,29.095,0.505,Andaman And Nicobar,India
6/1/1979,28.697,0.461,Andaman And Nicobar,India
7/1/1979,28.118,0.329,Andaman And Nicobar,India
8/1/1979,28.494,0.368,Andaman And Nicobar,India
9/1/1979,27.634,0.238,Andaman And Nicobar,India
10/1/1979,27.641,0.212,Andaman And Nicobar,India
11/1/1979,27.869,0.618,Andaman And Nicobar,India
12/1/1979,27.535,0.313,Andaman And Nicobar,India
1/1/1980,26.939,0.193,Andaman And Nicobar,India
2/1/1980,27.254,0.353,Andaman And Nicobar,India
3/1/1980,28.233,0.632,Andaman And Nicobar,India
4/1/1980,29.362,0.269,Andaman And Nicobar,India
5/1/1980,28.873,0.496,Andaman And Nicobar,India
6/1/1980,27.92,0.326,Andaman And Nicobar,India
7/1/1980,27.826,0.58,Andaman And Nicobar,India
8/1/1980,27.684,0.366,Andaman And Nicobar,India
9/1/1980,27.706,0.172,Andaman And Nicobar,India
10/1/1980,27.354,0.2,Andaman And Nicobar,India
11/1/1980,27.666,0.37,Andaman And Nicobar,India
12/1/1980,27.226,0.554,Andaman And Nicobar,India
1/1/1981,26.437,0.319,Andaman And Nicobar,India
2/1/1981,27.094,0.61,Andaman And Nicobar,India
3/1/1981,28.259,0.357,Andaman And Nicobar,India
4/1/1981,28.581,0.458,Andaman And Nicobar,India
5/1/1981,28.705,0.484,Andaman And Nicobar,India
6/1/1981,27.934,0.556,Andaman And Nicobar,India
7/1/1981,27.96,0.283,Andaman And Nicobar,India
8/1/1981,27.812,0.399,Andaman And Nicobar,India
9/1/1981,27.465,0.221,Andaman And Nicobar,India
10/1/1981,27.57,0.328,Andaman And Nicobar,India
11/1/1981,27.494,0.311,Andaman And Nicobar,India
12/1/1981,26.637,0.274,Andaman And Nicobar,India
1/1/1982,26.356,0.321,Andaman And Nicobar,India
2/1/1982,26.711,0.644,Andaman And Nicobar,India
3/1/1982,27.752,0.555,Andaman And Nicobar,India
4/1/1982,28.632,0.512,Andaman And Nicobar,India
5/1/1982,28.743,0.412,Andaman And Nicobar,India
6/1/1982,27.801,0.268,Andaman And Nicobar,India
7/1/1982,27.683,0.315,Andaman And Nicobar,India
8/1/1982,27.669,0.191,Andaman And Nicobar,India
9/1/1982,27.274,0.582,Andaman And Nicobar,India
10/1/1982,26.986,0.474,Andaman And Nicobar,India
11/1/1982,27.599,0.637,Andaman And Nicobar,India
12/1/1982,26.546,0.361,Andaman And Nicobar,India
1/1/1983,26.848,0.228,Andaman And Nicobar,India
2/1/1983,27.277,0.589,Andaman And Nicobar,India
3/1/1983,28.201,0.804,Andaman And Nicobar,India
4/1/1983,29.364,0.663,Andaman And Nicobar,India
5/1/1983,29.483,0.316,Andaman And Nicobar,India
6/1/1983,28.435,0.268,Andaman And Nicobar,India
7/1/1983,27.943,0.465,Andaman And Nicobar,India
8/1/1983,27.789,0.353,Andaman And Nicobar,India
9/1/1983,27.174,0.204,Andaman And Nicobar,India
10/1/1983,26.941,0.25,Andaman And Nicobar,India
11/1/1983,27.006,0.227,Andaman And Nicobar,India
12/1/1983,26.539,0.235,Andaman And Nicobar,India
1/1/1984,26.517,0.218,Andaman And Nicobar,India
2/1/1984,27.676,0.972,Andaman And Nicobar,India
3/1/1984,27.614,0.523,Andaman And Nicobar,India
4/1/1984,28.881,0.498,Andaman And Nicobar,India
5/1/1984,28.543,0.207,Andaman And Nicobar,India
6/1/1984,27.784,0.453,Andaman And Nicobar,India
7/1/1984,27.461,0.402,Andaman And Nicobar,India
8/1/1984,28.184,0.32,Andaman And Nicobar,India
9/1/1984,27.354,0.284,Andaman And Nicobar,India
10/1/1984,27.264,0.285,Andaman And Nicobar,India
11/1/1984,27.694,0.298,Andaman And Nicobar,India
12/1/1984,26.978,0.481,Andaman And Nicobar,India
1/1/1985,27.266,0.263,Andaman And Nicobar,India
2/1/1985,27.23,0.309,Andaman And Nicobar,India
3/1/1985,28.124,0.521,Andaman And Nicobar,India
4/1/1985,28.919,0.36,Andaman And Nicobar,India
5/1/1985,28.736,0.474,Andaman And Nicobar,India
6/1/1985,27.622,0.326,Andaman And Nicobar,India
7/1/1985,27.607,0.382,Andaman And Nicobar,India
8/1/1985,27.771,0.305,Andaman And Nicobar,India
9/1/1985,27.249,0.24,Andaman And Nicobar,India
10/1/1985,26.955,0.245,Andaman And Nicobar,India
11/1/1985,27.09,0.249,Andaman And Nicobar,India
12/1/1985,27.06,0.419,Andaman And Nicobar,India
1/1/1986,26.46,0.703,Andaman And Nicobar,India
2/1/1986,26.732,0.331,Andaman And Nicobar,India
3/1/1986,27.931,0.408,Andaman And Nicobar,India
4/1/1986,28.895,0.174,Andaman And Nicobar,India
5/1/1986,28.292,0.448,Andaman And Nicobar,India
6/1/1986,27.93,0.705,Andaman And Nicobar,India
7/1/1986,27.929,0.28,Andaman And Nicobar,India
8/1/1986,27.891,0.325,Andaman And Nicobar,India
9/1/1986,27.609,0.64,Andaman And Nicobar,India
10/1/1986,27.241,0.399,Andaman And Nicobar,India
11/1/1986,27.403,0.296,Andaman And Nicobar,India
12/1/1986,27.489,0.229,Andaman And Nicobar,India
1/1/1987,27.009,0.317,Andaman And Nicobar,India
2/1/1987,26.8,0.474,Andaman And Nicobar,India
3/1/1987,28.159,0.853,Andaman And Nicobar,India
4/1/1987,29.469,0.825,Andaman And Nicobar,India
5/1/1987,29.401,0.235,Andaman And Nicobar,India
6/1/1987,29.083,0.62,Andaman And Nicobar,India
7/1/1987,29.069,1.112,Andaman And Nicobar,India
8/1/1987,28.045,0.533,Andaman And Nicobar,India
9/1/1987,28.209,0.92,Andaman And Nicobar,India
10/1/1987,28.009,1.029,Andaman And Nicobar,India
11/1/1987,28.017,0.534,Andaman And Nicobar,India
12/1/1987,27.121,0.56,Andaman And Nicobar,India
1/1/1988,27.103,0.423,Andaman And Nicobar,India
2/1/1988,27.928,0.604,Andaman And Nicobar,India
3/1/1988,28.474,0.998,Andaman And Nicobar,India
4/1/1988,29.104,0.369,Andaman And Nicobar,India
5/1/1988,28.834,0.335,Andaman And Nicobar,India
6/1/1988,28.293,0.391,Andaman And Nicobar,India
7/1/1988,28.014,0.258,Andaman And Nicobar,India
8/1/1988,28.003,0.308,Andaman And Nicobar,India
9/1/1988,27.151,0.281,Andaman And Nicobar,India
10/1/1988,27.238,0.484,Andaman And Nicobar,India
11/1/1988,26.826,0.291,Andaman And Nicobar,India
12/1/1988,26.599,0.357,Andaman And Nicobar,India
1/1/1989,26.573,1.32,Andaman And Nicobar,India
2/1/1989,26.065,0.985,Andaman And Nicobar,India
3/1/1989,27.27,1.107,Andaman And Nicobar,India
4/1/1989,28.436,0.87,Andaman And Nicobar,India
5/1/1989,28.34,0.391,Andaman And Nicobar,India
6/1/1989,27.697,0.507,Andaman And Nicobar,India
7/1/1989,27.768,0.54,Andaman And Nicobar,India
8/1/1989,27.44,0.813,Andaman And Nicobar,India
9/1/1989,27.234,0.446,Andaman And Nicobar,India
10/1/1989,26.896,0.769,Andaman And Nicobar,India
11/1/1989,27.355,0.966,Andaman And Nicobar,India
12/1/1989,26.702,0.313,Andaman And Nicobar,India
1/1/1990,27.091,0.902,Andaman And Nicobar,India
2/1/1990,27.812,0.226,Andaman And Nicobar,India
3/1/1990,28.411,0.497,Andaman And Nicobar,India
4/1/1990,29.008,0.212,Andaman And Nicobar,India
5/1/1990,28.521,0.56,Andaman And Nicobar,India
6/1/1990,28.223,0.541,Andaman And Nicobar,India
7/1/1990,27.932,0.577,Andaman And Nicobar,India
8/1/1990,28.169,0.372,Andaman And Nicobar,India
9/1/1990,27.489,0.678,Andaman And Nicobar,India
10/1/1990,27.42,0.448,Andaman And Nicobar,India
11/1/1990,27.498,0.416,Andaman And Nicobar,India
12/1/1990,27.37,0.502,Andaman And Nicobar,India
1/1/1991,27.295,0.579,Andaman And Nicobar,India
2/1/1991,27.39,0.259,Andaman And Nicobar,India
3/1/1991,28.487,0.356,Andaman And Nicobar,India
4/1/1991,29.053,0.491,Andaman And Nicobar,India
5/1/1991,29.238,0.432,Andaman And Nicobar,India
6/1/1991,28.441,0.845,Andaman And Nicobar,India
7/1/1991,28.054,0.72,Andaman And Nicobar,India
8/1/1991,27.758,0.319,Andaman And Nicobar,India
9/1/1991,27.624,0.407,Andaman And Nicobar,India
10/1/1991,26.942,0.445,Andaman And Nicobar,India
11/1/1991,27.23,0.294,Andaman And Nicobar,India
12/1/1991,26.878,0.271,Andaman And Nicobar,India
1/1/1992,26.278,0.428,Andaman And Nicobar,India
2/1/1992,26.148,0.638,Andaman And Nicobar,India
3/1/1992,27.436,0.583,Andaman And Nicobar,India
4/1/1992,28.96,0.52,Andaman And Nicobar,India
5/1/1992,28.925,0.229,Andaman And Nicobar,India
6/1/1992,28.366,0.275,Andaman And Nicobar,India
7/1/1992,27.839,0.199,Andaman And Nicobar,India
8/1/1992,27.902,0.438,Andaman And Nicobar,India
9/1/1992,27.281,0.445,Andaman And Nicobar,India
10/1/1992,26.99,0.146,Andaman And Nicobar,India
11/1/1992,27.245,0.328,Andaman And Nicobar,India
12/1/1992,26.677,0.378,Andaman And Nicobar,India
1/1/1993,26.323,0.332,Andaman And Nicobar,India
2/1/1993,26.455,0.278,Andaman And Nicobar,India
3/1/1993,27.938,0.215,Andaman And Nicobar,India
4/1/1993,28.866,0.597,Andaman And Nicobar,India
5/1/1993,29.19,0.377,Andaman And Nicobar,India
6/1/1993,28.679,0.504,Andaman And Nicobar,India
7/1/1993,28.075,0.211,Andaman And Nicobar,India
8/1/1993,27.954,0.495,Andaman And Nicobar,India
9/1/1993,27.327,0.365,Andaman And Nicobar,India
10/1/1993,27.333,0.367,Andaman And Nicobar,India
11/1/1993,27.897,0.829,Andaman And Nicobar,India
12/1/1993,27.339,0.775,Andaman And Nicobar,India
1/1/1994,27.222,0.614,Andaman And Nicobar,India
2/1/1994,27.461,0.602,Andaman And Nicobar,India
3/1/1994,27.979,0.457,Andaman And Nicobar,India
4/1/1994,28.556,0.272,Andaman And Nicobar,India
5/1/1994,28.604,0.512,Andaman And Nicobar,India
6/1/1994,27.993,0.301,Andaman And Nicobar,India
7/1/1994,27.573,0.74,Andaman And Nicobar,India
8/1/1994,27.396,0.185,Andaman And Nicobar,India
9/1/1994,27.315,0.307,Andaman And Nicobar,India
10/1/1994,27.104,0.324,Andaman And Nicobar,India
11/1/1994,27.521,0.216,Andaman And Nicobar,India
12/1/1994,26.992,0.411,Andaman And Nicobar,India
1/1/1995,26.936,0.36,Andaman And Nicobar,India
2/1/1995,27.098,0.271,Andaman And Nicobar,India
3/1/1995,28.443,0.261,Andaman And Nicobar,India
4/1/1995,29.492,0.362,Andaman And Nicobar,India
5/1/1995,28.844,1.293,Andaman And Nicobar,India
6/1/1995,28.341,0.517,Andaman And Nicobar,India
7/1/1995,27.921,0.256,Andaman And Nicobar,India
8/1/1995,27.778,0.188,Andaman And Nicobar,India
9/1/1995,27.443,0.535,Andaman And Nicobar,India
10/1/1995,27.459,0.357,Andaman And Nicobar,India
11/1/1995,27.497,0.808,Andaman And Nicobar,India
12/1/1995,26.716,0.247,Andaman And Nicobar,India
1/1/1996,26.595,0.408,Andaman And Nicobar,India
2/1/1996,27.094,0.501,Andaman And Nicobar,India
3/1/1996,28.357,0.494,Andaman And Nicobar,India
4/1/1996,28.836,0.641,Andaman And Nicobar,India
5/1/1996,28.728,0.32,Andaman And Nicobar,India
6/1/1996,28.153,0.207,Andaman And Nicobar,India
7/1/1996,28.131,0.245,Andaman And Nicobar,India
8/1/1996,27.963,0.281,Andaman And Nicobar,India
9/1/1996,27.405,0.522,Andaman And Nicobar,India
10/1/1996,27.238,0.329,Andaman And Nicobar,India
11/1/1996,27.561,0.223,Andaman And Nicobar,India
12/1/1996,26.884,0.508,Andaman And Nicobar,India
1/1/1997,26.271,0.301,Andaman And Nicobar,India
2/1/1997,26.436,0.443,Andaman And Nicobar,India
3/1/1997,27.983,0.366,Andaman And Nicobar,India
4/1/1997,28.364,0.292,Andaman And Nicobar,India
5/1/1997,29.099,0.259,Andaman And Nicobar,India
6/1/1997,28.565,0.391,Andaman And Nicobar,India
7/1/1997,27.763,0.428,Andaman And Nicobar,India
8/1/1997,28.085,0.298,Andaman And Nicobar,India
9/1/1997,27.407,0.233,Andaman And Nicobar,India
10/1/1997,27.664,0.245,Andaman And Nicobar,India
11/1/1997,27.874,0.358,Andaman And Nicobar,India
12/1/1997,28.053,0.737,Andaman And Nicobar,India
1/1/1998,27.576,0.435,Andaman And Nicobar,India
2/1/1998,27.699,0.411,Andaman And Nicobar,India
3/1/1998,28.608,0.455,Andaman And Nicobar,India
4/1/1998,29.751,0.313,Andaman And Nicobar,India
5/1/1998,30.004,0.214,Andaman And Nicobar,India
6/1/1998,28.586,0.646,Andaman And Nicobar,India
7/1/1998,28.54,0.508,Andaman And Nicobar,India
8/1/1998,28.071,0.201,Andaman And Nicobar,India
9/1/1998,27.752,0.157,Andaman And Nicobar,India
10/1/1998,27.373,0.791,Andaman And Nicobar,India
11/1/1998,27.843,1.071,Andaman And Nicobar,India
12/1/1998,27.503,0.342,Andaman And Nicobar,India
1/1/1999,27.071,0.509,Andaman And Nicobar,India
2/1/1999,27.665,0.411,Andaman And Nicobar,India
3/1/1999,28.029,0.213,Andaman And Nicobar,India
4/1/1999,28.098,0.413,Andaman And Nicobar,India
5/1/1999,27.864,0.304,Andaman And Nicobar,India
6/1/1999,27.619,0.383,Andaman And Nicobar,India
7/1/1999,27.853,0.326,Andaman And Nicobar,India
8/1/1999,27.439,0.487,Andaman And Nicobar,India
9/1/1999,27.157,0.298,Andaman And Nicobar,India
10/1/1999,27.005,0.322,Andaman And Nicobar,India
11/1/1999,27.226,0.532,Andaman And Nicobar,India
12/1/1999,26.509,0.243,Andaman And Nicobar,India
1/1/2000,27.031,0.338,Andaman And Nicobar,India
2/1/2000,27.065,0.486,Andaman And Nicobar,India
3/1/2000,27.623,0.588,Andaman And Nicobar,India
4/1/2000,28.072,1.11,Andaman And Nicobar,India
5/1/2000,28.421,0.286,Andaman And Nicobar,India
6/1/2000,27.785,0.398,Andaman And Nicobar,India
7/1/2000,28.163,0.586,Andaman And Nicobar,India
8/1/2000,27.806,0.273,Andaman And Nicobar,India
9/1/2000,27.717,0.295,Andaman And Nicobar,India
10/1/2000,27.278,0.411,Andaman And Nicobar,India
11/1/2000,27.711,1.015,Andaman And Nicobar,India
12/1/2000,27.481,0.4,Andaman And Nicobar,India
1/1/2001,27.106,0.357,Andaman And Nicobar,India
2/1/2001,27.188,0.471,Andaman And Nicobar,India
3/1/2001,28.039,0.256,Andaman And Nicobar,India
4/1/2001,29.281,0.483,Andaman And Nicobar,India
5/1/2001,28.466,1.165,Andaman And Nicobar,India
6/1/2001,28.265,0.324,Andaman And Nicobar,India
7/1/2001,28.285,0.449,Andaman And Nicobar,India
8/1/2001,28.15,0.595,Andaman And Nicobar,India
9/1/2001,27.81,0.304,Andaman And Nicobar,India
10/1/2001,27.346,0.22,Andaman And Nicobar,India
11/1/2001,27.358,0.511,Andaman And Nicobar,India
12/1/2001,27.349,0.425,Andaman And Nicobar,India
1/1/2002,27.087,0.284,Andaman And Nicobar,India
2/1/2002,27.403,0.709,Andaman And Nicobar,India
3/1/2002,28.188,0.722,Andaman And Nicobar,India
4/1/2002,28.867,0.373,Andaman And Nicobar,India
5/1/2002,28.734,0.747,Andaman And Nicobar,India
6/1/2002,28.407,0.29,Andaman And Nicobar,India
7/1/2002,28.51,0.845,Andaman And Nicobar,India
